instance,family,activation,dim,modules,threshold_label,task_kind,threshold_reference,t,g_min,threshold_margin,is_true_threshold,n_violating_live_leaves,U_ge_transfer,dict_size_thr_transfer,dict_size_thr_parent,dict_size_thr_drop,dict_size_thr_mix,dict_size_threshold_union,OPT_ge_exposed_milp,OPT_ge_exposed_greedy,OPT_ge_exposed_lp_rounding,LB_ge_omega_common,LB_ge_chi_exact_common,LB_ge_omega_exposed,LB_ge_chi_exact_exposed,LB_ge_omega,LB_ge_chi_exact,T_min_ge_milp,timeout_ge_milp,false_control_behavior,OPT_ge_over_OPT_eq,gap_transfer_over_opt,gap_opt_over_lb_exposed,true_VAC_ge_L_grd
FamilyA_d3_M8_abs_seed1,FamilyA,abs,3,8,tight_true,canonical_true,g_min,1.4925,1.4925,0.0,True,0,55.0,55,0,372,0,372,28.0,29.0,28.0,1,,16,,16,,0.0043308548629283905,False,finite_cover,0.509090909090909,1.9642857142857142,1.75,
FamilyA_d3_M8_abs_seed1,FamilyA,abs,3,8,false_control,false_control,g_min_plus_delta,1.5125,1.4925,-0.020000000000000018,False,8,inf,47,0,312,0,312,inf,inf,inf,12,,16,,16,,0.0010823486372828484,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_abs_seed2,FamilyA,abs,3,8,tight_true,canonical_true,g_min,1.037,1.037,0.0,True,0,67.0,67,0,384,0,384,34.0,36.0,34.0,1,,16,,16,,0.004471765831112862,False,finite_cover,0.5074626865671642,1.9705882352941178,2.125,
FamilyA_d3_M8_abs_seed2,FamilyA,abs,3,8,false_control,false_control,g_min_plus_delta,1.057,1.037,-0.020000000000000018,False,8,inf,59,0,384,0,384,inf,inf,inf,11,,16,,16,,0.0012478204444050789,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_maxout_seed0,FamilyA,maxout,3,8,tight_true,canonical_true,g_min,0.2206249999999999,0.2206249999999999,0.0,True,0,68.0,68,0,384,0,384,35.0,37.0,35.0,1,,16,,16,,0.0046785008162260056,False,finite_cover,0.5147058823529411,1.9428571428571428,2.1875,
FamilyA_d3_M8_maxout_seed0,FamilyA,maxout,3,8,false_control,false_control,g_min_plus_delta,0.2406249999999999,0.2206249999999999,-0.01999999999999999,False,12,inf,56,0,365,0,365,inf,inf,inf,15,,16,,16,,0.0011598244309425354,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_maxout_seed1,FamilyA,maxout,3,8,tight_true,canonical_true,g_min,0.9598333333333332,0.9598333333333332,0.0,True,0,61.0,61,0,384,0,384,31.0,31.0,31.0,1,,16,,16,,0.004432503134012222,False,finite_cover,0.5081967213114754,1.967741935483871,1.9375,
FamilyA_d3_M8_maxout_seed1,FamilyA,maxout,3,8,false_control,false_control,g_min_plus_delta,0.9798333333333332,0.9598333333333332,-0.020000000000000018,False,8,inf,53,0,350,0,350,inf,inf,inf,10,,16,,16,,0.0012597320601344109,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M8_maxout_seed2,FamilyA,maxout,3,8,tight_true,canonical_true,g_min,0.5062499999999999,0.5062499999999999,0.0,True,0,67.0,67,0,384,0,384,35.0,35.0,35.0,1,,16,,16,,0.004427012056112289,False,finite_cover,0.5223880597014925,1.9142857142857144,2.1875,
FamilyA_d3_M8_maxout_seed2,FamilyA,maxout,3,8,false_control,false_control,g_min_plus_delta,0.5262499999999999,0.5062499999999999,-0.020000000000000018,False,8,inf,59,0,384,0,384,inf,inf,inf,10,,16,,16,,0.00118221715092659,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_relu_seed0,FamilyA,relu,3,10,tight_true,canonical_true,g_min,-1.76,-1.76,0.0,True,0,104.0,104,0,384,0,384,75.0,76.0,75.0,1,,16,,16,,0.006441949866712093,False,finite_cover,0.7211538461538461,1.3866666666666667,4.6875,
FamilyA_d3_M10_relu_seed0,FamilyA,relu,3,10,false_control,false_control,g_min_plus_delta,-1.74,-1.76,-0.020000000000000018,False,4,inf,100,0,384,0,384,inf,inf,inf,1,,16,,16,,0.0013333288952708244,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_relu_seed1,FamilyA,relu,3,10,tight_true,canonical_true,g_min,-0.62,-0.62,0.0,True,0,109.0,109,0,384,0,384,78.0,81.0,78.0,1,,16,,16,,0.008254610933363438,False,finite_cover,0.7155963302752294,1.3974358974358974,4.875,
FamilyA_d3_M10_relu_seed1,FamilyA,relu,3,10,false_control,false_control,g_min_plus_delta,-0.6,-0.62,-0.020000000000000018,False,4,inf,105,0,384,0,384,inf,inf,inf,4,,16,,16,,0.0012845732271671295,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_relu_seed2,FamilyA,relu,3,10,tight_true,canonical_true,g_min,-1.59,-1.59,0.0,True,0,94.0,94,0,384,0,384,61.0,63.0,61.0,1,,16,,16,,0.00582246296107769,False,finite_cover,0.648936170212766,1.540983606557377,3.8125,
FamilyA_d3_M10_relu_seed2,FamilyA,relu,3,10,false_control,false_control,g_min_plus_delta,-1.57,-1.59,-0.020000000000000018,False,6,inf,88,0,384,0,384,inf,inf,inf,4,,16,,16,,0.0012321388348937035,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_leakyrelu_seed0,FamilyA,leakyrelu,3,10,tight_true,canonical_true,g_min,-2.467,-2.467,0.0,True,0,104.0,104,0,384,0,384,75.0,76.0,75.0,1,,16,,16,,0.006224002689123154,False,finite_cover,0.7211538461538461,1.3866666666666667,4.6875,
FamilyA_d3_M10_leakyrelu_seed0,FamilyA,leakyrelu,3,10,false_control,false_control,g_min_plus_delta,-2.447,-2.467,-0.020000000000000018,False,2,inf,102,0,384,0,384,inf,inf,inf,1,,16,,16,,0.0013290466740727425,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_leakyrelu_seed1,FamilyA,leakyrelu,3,10,tight_true,canonical_true,g_min,-1.2610000000000001,-1.2610000000000001,0.0,True,0,109.0,109,0,384,0,384,78.0,81.0,78.0,1,,16,,16,,0.008264381438493729,False,finite_cover,0.7155963302752294,1.3974358974358974,4.875,
FamilyA_d3_M10_leakyrelu_seed1,FamilyA,leakyrelu,3,10,false_control,false_control,g_min_plus_delta,-1.241,-1.2610000000000001,-0.020000000000000018,False,7,inf,102,0,384,0,384,inf,inf,inf,5,,16,,16,,0.001270032487809658,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_leakyrelu_seed2,FamilyA,leakyrelu,3,10,tight_true,canonical_true,g_min,-2.2051250000000002,-2.2051250000000002,0.0,True,0,94.0,94,0,384,0,384,61.0,63.0,61.0,1,,16,,16,,0.005732656456530094,False,finite_cover,0.648936170212766,1.540983606557377,3.8125,
FamilyA_d3_M10_leakyrelu_seed2,FamilyA,leakyrelu,3,10,false_control,false_control,g_min_plus_delta,-2.185125,-2.2051250000000002,-0.020000000000000018,False,6,inf,88,0,384,0,384,inf,inf,inf,4,,16,,16,,0.0012417398393154144,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_abs_seed0,FamilyA,abs,3,10,tight_true,canonical_true,g_min,1.3146666666666664,1.3146666666666664,0.0,True,0,104.0,104,0,384,0,384,75.0,76.0,75.0,1,,16,,16,,0.006425919011235237,False,finite_cover,0.7211538461538461,1.3866666666666667,4.6875,
FamilyA_d3_M10_abs_seed0,FamilyA,abs,3,10,false_control,false_control,g_min_plus_delta,1.3346666666666664,1.3146666666666664,-0.020000000000000018,False,14,inf,90,0,384,0,384,inf,inf,inf,3,,16,,16,,0.0012732930481433868,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_abs_seed1,FamilyA,abs,3,10,tight_true,canonical_true,g_min,1.9283333333333332,1.9283333333333332,0.0,True,0,109.0,109,0,384,0,384,78.0,81.0,78.0,1,,16,,16,,0.008215648122131824,False,finite_cover,0.7155963302752294,1.3974358974358974,4.875,
FamilyA_d3_M10_abs_seed1,FamilyA,abs,3,10,false_control,false_control,g_min_plus_delta,1.9483333333333333,1.9283333333333332,-0.020000000000000018,False,12,inf,97,0,384,0,384,inf,inf,inf,8,,16,,16,,0.0012757619842886925,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_abs_seed2,FamilyA,abs,3,10,tight_true,canonical_true,g_min,1.5999999999999996,1.5999999999999996,0.0,True,0,94.0,94,0,384,0,384,61.0,63.0,61.0,1,,16,,16,,0.005755619145929813,False,finite_cover,0.648936170212766,1.540983606557377,3.8125,
FamilyA_d3_M10_abs_seed2,FamilyA,abs,3,10,false_control,false_control,g_min_plus_delta,1.6199999999999997,1.5999999999999996,-0.020000000000000018,False,14,inf,80,0,384,0,384,inf,inf,inf,5,,16,,16,,0.0012461496517062187,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_maxout_seed0,FamilyA,maxout,3,10,tight_true,canonical_true,g_min,0.19999999999999996,0.19999999999999996,0.0,True,0,114.0,114,0,384,0,384,83.0,83.0,83.0,1,,16,,16,,0.008861315436661243,False,finite_cover,0.7280701754385965,1.3734939759036144,5.1875,
FamilyA_d3_M10_maxout_seed0,FamilyA,maxout,3,10,false_control,false_control,g_min_plus_delta,0.21999999999999995,0.19999999999999996,-0.01999999999999999,False,8,inf,106,0,384,0,384,inf,inf,inf,2,,16,,16,,0.0014047417789697647,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_maxout_seed1,FamilyA,maxout,3,10,tight_true,canonical_true,g_min,1.61625,1.61625,0.0,True,0,113.0,113,0,384,0,384,86.0,88.0,86.0,1,,16,,16,,0.0054172854870557785,False,finite_cover,0.7610619469026548,1.313953488372093,5.375,
FamilyA_d3_M10_maxout_seed1,FamilyA,maxout,3,10,false_control,false_control,g_min_plus_delta,1.63625,1.61625,-0.020000000000000018,False,12,inf,101,0,384,0,384,inf,inf,inf,2,,16,,16,,0.0013699894770979881,False,no_finite_cover_or_timeout,,,,
FamilyA_d3_M10_maxout_seed2,FamilyA,maxout,3,10,tight_true,canonical_true,g_min,0.9962499999999999,0.9962499999999999,0.0,True,0,116.0,116,0,384,0,384,86.0,87.0,86.0,1,,16,,16,,0.0073645757511258125,False,finite_cover,0.7413793103448276,1.3488372093023255,5.375,
FamilyA_d3_M10_maxout_seed2,FamilyA,maxout,3,10,false_control,false_control,g_min_plus_delta,1.0162499999999999,0.9962499999999999,-0.020000000000000018,False,14,inf,102,0,384,0,384,inf,inf,inf,3,,16,,16,,0.0012787822633981705,False,no_finite_cover_or_timeout,,,,
FamilyB_d5_M4_relu_seed0,FamilyB,relu,5,4,tight_true,canonical_true,g_min,-2.35,-2.35,0.0,True,0,16.0,16,0,48,0,48,8.0,8.0,8.0,1,,8,,8,,0.003815367817878723,False,finite_cover,0.5,2.0,1.0,
FamilyB_d5_M4_relu_seed0,FamilyB,relu,5,4,false_control,false_control,g_min_plus_delta,-2.33,-2.35,-0.020000000000000018,False,4,inf,12,0,32,0,32,inf,inf,inf,6,,10,,10,,0.00068702083081007,False,no_finite_cover_or_timeout,,,,
FamilyB_d5_M4_maxout_seed0,FamilyB,maxout,5,4,tight_true,canonical_true,g_min,-0.9300000000000002,-0.9300000000000002,0.0,True,0,16.0,16,0,48,0,48,8.0,8.0,8.0,1,,8,,8,,0.0038525499403476715,False,finite_cover,0.5,2.0,1.0,
FamilyB_d5_M4_maxout_seed0,FamilyB,maxout,5,4,false_control,false_control,g_min_plus_delta,-0.9100000000000001,-0.9300000000000002,-0.020000000000000018,False,16,inf,0,0,0,0,0,,,,16,,16,,16,,,,no_finite_cover_or_timeout,,,,
FamilyB_d5_M6_relu_seed0,FamilyB,relu,5,6,tight_true,canonical_true,g_min,-2.35,-2.35,0.0,True,0,52.0,52,0,224,0,224,26.0,26.0,26.0,1,,16,,16,,0.0036859875544905663,False,finite_cover,0.5,2.0,1.625,
FamilyB_d5_M6_relu_seed0,FamilyB,relu,5,6,false_control,false_control,g_min_plus_delta,-2.33,-2.35,-0.020000000000000018,False,4,inf,48,0,200,0,200,inf,inf,inf,8,,16,,16,,0.0009639803320169449,False,no_finite_cover_or_timeout,,,,
FamilyB_d5_M6_maxout_seed0,FamilyB,maxout,5,6,tight_true,canonical_true,g_min,-0.9675000000000002,-0.9675000000000002,0.0,True,0,62.0,62,0,253,0,253,31.0,31.0,31.0,1,,16,,16,,0.003674267791211605,False,finite_cover,0.5,2.0,1.9375,
FamilyB_d5_M6_maxout_seed0,FamilyB,maxout,5,6,false_control,false_control,g_min_plus_delta,-0.9475000000000002,-0.9675000000000002,-0.020000000000000018,False,16,inf,46,0,173,0,173,inf,inf,inf,16,,16,,16,,0.0009114071726799011,False,no_finite_cover_or_timeout,,,,
FamilyB_d10_M4_relu_seed0,FamilyB,relu,10,4,tight_true,canonical_true,g_min,-2.35,-2.35,0.0,True,0,16.0,16,0,48,0,48,8.0,8.0,8.0,1,,8,,8,,0.003796636126935482,False,finite_cover,0.5,2.0,1.0,
FamilyB_d10_M4_relu_seed0,FamilyB,relu,10,4,false_control,false_control,g_min_plus_delta,-2.33,-2.35,-0.020000000000000018,False,8,inf,8,0,20,0,20,inf,inf,inf,9,,12,,12,,0.0006817402318120003,False,no_finite_cover_or_timeout,,,,
FamilyB_d10_M4_maxout_seed0,FamilyB,maxout,10,4,tight_true,canonical_true,g_min,-2.5987500000000003,-2.5987500000000003,0.0,True,0,16.0,16,0,48,0,48,8.0,8.0,8.0,1,,8,,8,,0.0036432649940252304,False,finite_cover,0.5,2.0,1.0,
FamilyB_d10_M4_maxout_seed0,FamilyB,maxout,10,4,false_control,false_control,g_min_plus_delta,-2.5787500000000003,-2.5987500000000003,-0.020000000000000018,False,16,inf,0,0,0,0,0,,,,16,,16,,16,,,,no_finite_cover_or_timeout,,,,
FamilyB_d10_M6_relu_seed0,FamilyB,relu,10,6,tight_true,canonical_true,g_min,-1.866666666666667,-1.866666666666667,0.0,True,0,64.0,64,0,256,0,256,32.0,32.0,32.0,1,,16,,16,,0.003962039016187191,False,finite_cover,0.5,2.0,2.0,
FamilyB_d10_M6_relu_seed0,FamilyB,relu,10,6,false_control,false_control,g_min_plus_delta,-1.846666666666667,-1.866666666666667,-0.020000000000000018,False,16,inf,48,0,176,0,176,inf,inf,inf,16,,16,,16,,0.0009452188387513161,False,no_finite_cover_or_timeout,,,,
FamilyB_d10_M6_maxout_seed0,FamilyB,maxout,10,6,tight_true,canonical_true,g_min,-2.1550000000000002,-2.1550000000000002,0.0,True,0,64.0,64,0,256,0,256,32.0,32.0,32.0,1,,16,,16,,0.003711889497935772,False,finite_cover,0.5,2.0,2.0,
FamilyB_d10_M6_maxout_seed0,FamilyB,maxout,10,6,false_control,false_control,g_min_plus_delta,-2.1350000000000002,-2.1550000000000002,-0.020000000000000018,False,32,inf,32,0,112,0,112,inf,inf,inf,16,,16,,16,,0.0008445102721452713,False,no_finite_cover_or_timeout,,,,
SelectionStress_d2_Hid4_relu_seed0,SelectionStress,visible_relu,2,5,tight_true,canonical_true,g_min,-0.10000000000000005,-0.10000000000000005,0.0,True,0,14.0,14,0,63,0,63,7.0,7.0,7.0,1,1.0,7,7.0,7,7.0,0.0047102924436330795,False,finite_cover,3.5,2.0,1.0,
SelectionStress_d2_Hid4_relu_seed0,SelectionStress,visible_relu,2,5,false_control,false_control,g_min_plus_delta,-0.08000000000000004,-0.10000000000000005,-0.020000000000000004,False,10,inf,4,0,16,0,16,inf,inf,inf,11,11.0,12,12.0,12,12.0,0.000680980272591114,False,no_finite_cover_or_timeout,,,,
SelectionStress_d2_Hid4_maxout_seed0,SelectionStress,visible_maxout,2,5,tight_true,canonical_true,g_min,-0.1375000000000001,-0.1375000000000001,0.0,True,0,12.0,12,0,55,0,55,6.0,6.0,6.0,1,1.0,6,6.0,6,6.0,0.004694482311606407,False,finite_cover,3.0,2.0,1.0,
SelectionStress_d2_Hid4_maxout_seed0,SelectionStress,visible_maxout,2,5,false_control,false_control,g_min_plus_delta,-0.11750000000000009,-0.1375000000000001,-0.020000000000000004,False,6,inf,6,0,26,0,26,inf,inf,inf,7,7.0,9,9.0,9,9.0,0.0006910199299454689,False,no_finite_cover_or_timeout,,,,
SelectionStress_d2_Hid6_relu_seed0,SelectionStress,visible_relu,2,7,tight_true,canonical_true,g_min,-0.10000000000000005,-0.10000000000000005,0.0,True,0,24.0,24,0,153,0,153,13.0,13.0,13.0,1,,12,,12,,0.00417652353644371,False,finite_cover,6.5,1.8461538461538463,1.0833333333333333,
SelectionStress_d2_Hid6_relu_seed0,SelectionStress,visible_relu,2,7,false_control,false_control,g_min_plus_delta,-0.08000000000000004,-0.10000000000000005,-0.020000000000000004,False,21,inf,3,0,18,0,18,inf,inf,inf,16,,16,,16,,0.0007243528962135315,False,no_finite_cover_or_timeout,,,,
SelectionStress_d2_Hid6_maxout_seed0,SelectionStress,visible_maxout,2,7,tight_true,canonical_true,g_min,-0.13750000000000007,-0.13750000000000007,0.0,True,0,25.0,25,0,159,0,159,13.0,13.0,13.0,1,,12,,12,,0.004183424636721611,False,finite_cover,6.5,1.9230769230769231,1.0833333333333333,
SelectionStress_d2_Hid6_maxout_seed0,SelectionStress,visible_maxout,2,7,false_control,false_control,g_min_plus_delta,-0.11750000000000006,-0.13750000000000007,-0.020000000000000004,False,12,inf,13,0,79,0,79,inf,inf,inf,15,,16,,16,,0.0008139191195368767,False,no_finite_cover_or_timeout,,,,
SelectionStress_d2_Hid8_relu_seed0,SelectionStress,visible_relu,2,9,tight_true,canonical_true,g_min,-0.10000000000000002,-0.10000000000000002,0.0,True,0,38.0,38,0,315,0,315,20.0,20.0,20.0,1,,14,,14,,0.004254348576068878,False,finite_cover,10.0,1.9,1.4285714285714286,
SelectionStress_d2_Hid8_relu_seed0,SelectionStress,visible_relu,2,9,false_control,false_control,g_min_plus_delta,-0.08000000000000002,-0.10000000000000002,-0.020000000000000004,False,33,inf,5,0,40,0,40,inf,inf,inf,16,,16,,16,,0.0008348012343049049,False,no_finite_cover_or_timeout,,,,
SelectionStress_d2_Hid8_maxout_seed0,SelectionStress,visible_maxout,2,9,tight_true,canonical_true,g_min,-0.13750000000000012,-0.13750000000000012,0.0,True,0,38.0,38,0,315,0,315,19.0,19.0,19.0,1,,16,,16,,0.0042357295751571655,False,finite_cover,9.5,2.0,1.1875,
SelectionStress_d2_Hid8_maxout_seed0,SelectionStress,visible_maxout,2,9,false_control,false_control,g_min_plus_delta,-0.11750000000000012,-0.13750000000000012,-0.020000000000000004,False,16,inf,22,0,178,0,178,inf,inf,inf,16,,16,,16,,0.0009549995884299278,False,no_finite_cover_or_timeout,,,,
SelectionStress_d3_Hid4_relu_seed0,SelectionStress,visible_relu,3,5,tight_true,canonical_true,g_min,-0.10000000000000005,-0.10000000000000005,0.0,True,0,24.0,24,0,95,0,95,12.0,12.0,12.0,1,,9,,9,,0.0036704475060105324,False,finite_cover,6.0,2.0,1.3333333333333333,
SelectionStress_d3_Hid4_relu_seed0,SelectionStress,visible_relu,3,5,false_control,false_control,g_min_plus_delta,-0.08000000000000004,-0.10000000000000005,-0.020000000000000004,False,24,inf,0,0,0,0,0,,,,16,,16,,16,,,,no_finite_cover_or_timeout,,,,
SelectionStress_d3_Hid4_maxout_seed0,SelectionStress,visible_maxout,3,5,tight_true,canonical_true,g_min,-0.13750000000000004,-0.13750000000000004,0.0,True,0,25.0,25,0,98,0,98,13.0,13.0,13.0,1,,10,,10,,0.0036772768944501877,False,finite_cover,6.5,1.9230769230769231,1.3,
SelectionStress_d3_Hid4_maxout_seed0,SelectionStress,visible_maxout,3,5,false_control,false_control,g_min_plus_delta,-0.11750000000000003,-0.13750000000000004,-0.020000000000000004,False,22,inf,3,0,9,0,9,inf,inf,inf,16,,16,,16,,0.00070981215685606,False,no_finite_cover_or_timeout,,,,
SelectionStress_d3_Hid6_relu_seed0,SelectionStress,visible_relu,3,7,tight_true,canonical_true,g_min,-0.10000000000000007,-0.10000000000000007,0.0,True,0,65.0,65,0,359,0,359,33.0,34.0,33.0,1,,16,,16,,0.004634657874703407,False,finite_cover,2.2,1.9696969696969697,2.0625,
SelectionStress_d3_Hid6_relu_seed0,SelectionStress,visible_relu,3,7,false_control,false_control,g_min_plus_delta,-0.08000000000000007,-0.10000000000000007,-0.020000000000000004,False,62,inf,3,0,15,0,15,inf,inf,inf,16,,16,,16,,0.00074787437915802,False,no_finite_cover_or_timeout,,,,
SelectionStress_d3_Hid6_maxout_seed0,SelectionStress,visible_maxout,3,7,tight_true,canonical_true,g_min,-0.13750000000000004,-0.13750000000000004,0.0,True,0,54.0,54,0,307,0,307,27.0,29.0,27.0,1,,16,,16,,0.004034704528748989,False,finite_cover,13.5,2.0,1.6875,
SelectionStress_d3_Hid6_maxout_seed0,SelectionStress,visible_maxout,3,7,false_control,false_control,g_min_plus_delta,-0.11750000000000003,-0.13750000000000004,-0.020000000000000004,False,30,inf,24,0,128,0,128,inf,inf,inf,16,,16,,16,,0.0008509019389748573,False,no_finite_cover_or_timeout,,,,
SelectionStress_d3_Hid8_relu_seed0,SelectionStress,visible_relu,3,9,tight_true,canonical_true,g_min,-0.10000000000000005,-0.10000000000000005,0.0,True,0,104.0,104,0,384,0,384,70.0,72.0,70.0,1,,16,,16,,0.005455036647617817,False,finite_cover,35.0,1.4857142857142858,4.375,
SelectionStress_d3_Hid8_relu_seed0,SelectionStress,visible_relu,3,9,false_control,false_control,g_min_plus_delta,-0.08000000000000004,-0.10000000000000005,-0.020000000000000004,False,70,inf,34,0,244,0,244,inf,inf,inf,16,,16,,16,,0.0010791691020131111,False,no_finite_cover_or_timeout,,,,
SelectionStress_d3_Hid8_maxout_seed0,SelectionStress,visible_maxout,3,9,tight_true,canonical_true,g_min,-0.13750000000000004,-0.13750000000000004,0.0,True,0,100.0,100,0,384,0,384,66.0,66.0,66.0,1,,16,,16,,0.005691723898053169,False,finite_cover,33.0,1.5151515151515151,4.125,
SelectionStress_d3_Hid8_maxout_seed0,SelectionStress,visible_maxout,3,9,false_control,false_control,g_min_plus_delta,-0.11750000000000003,-0.13750000000000004,-0.020000000000000004,False,53,inf,47,0,340,0,340,inf,inf,inf,16,,16,,16,,0.0011897366493940353,False,no_finite_cover_or_timeout,,,,
ThresholdStress_d2_M6_seed0,ThresholdStress,positive_abs_relu_mix,2,6,margin_true,canonical_true,metadata_preferred,0.0,0.2815,0.2815,True,0,20.0,20,0,108,0,108,10.0,10.0,10.0,1,,9,,9,,0.004218176938593388,False,finite_cover,0.5,2.0,1.1111111111111112,
ThresholdStress_d2_M6_seed0,ThresholdStress,positive_abs_relu_mix,2,6,false_control,false_control,g_min_plus_delta,0.3015,0.2815,-0.020000000000000018,False,10,inf,10,0,52,0,52,inf,inf,inf,13,,15,,15,,0.0007237624377012253,False,no_finite_cover_or_timeout,,,,
ThresholdStress_d2_M8_seed0,ThresholdStress,positive_abs_relu_mix,2,8,margin_true,canonical_true,metadata_preferred,0.0,0.6735,0.6735,True,0,33.0,33,0,241,0,241,17.0,17.0,17.0,1,,16,,16,,0.004143241792917252,False,finite_cover,0.5151515151515151,1.9411764705882353,1.0625,
ThresholdStress_d2_M8_seed0,ThresholdStress,positive_abs_relu_mix,2,8,false_control,false_control,g_min_plus_delta,0.6935,0.6735,-0.020000000000000018,False,8,inf,25,0,179,0,179,inf,inf,inf,12,,16,,16,,0.0009341677650809288,False,no_finite_cover_or_timeout,,,,
ThresholdStress_d3_M6_seed0,ThresholdStress,positive_abs_relu_mix,3,6,margin_true,canonical_true,metadata_preferred,0.0,0.3866730769230769,0.3866730769230769,True,0,33.0,33,0,161,0,161,17.0,18.0,17.0,1,,12,,12,,0.003694988787174225,False,finite_cover,0.5151515151515151,1.9411764705882353,1.4166666666666667,
ThresholdStress_d3_M6_seed0,ThresholdStress,positive_abs_relu_mix,3,6,false_control,false_control,g_min_plus_delta,0.4066730769230769,0.3866730769230769,-0.020000000000000018,False,12,inf,21,0,97,0,97,inf,inf,inf,14,,16,,16,,0.0007919985800981522,False,no_finite_cover_or_timeout,,,,
ThresholdStress_d3_M8_seed0,ThresholdStress,positive_abs_relu_mix,3,8,margin_true,canonical_true,metadata_preferred,0.0,0.44299999999999995,0.44299999999999995,True,0,66.0,66,0,384,0,384,34.0,35.0,34.0,1,,16,,16,,0.004634507931768894,False,finite_cover,0.5151515151515151,1.9411764705882353,2.125,
ThresholdStress_d3_M8_seed0,ThresholdStress,positive_abs_relu_mix,3,8,false_control,false_control,g_min_plus_delta,0.46299999999999997,0.44299999999999995,-0.020000000000000018,False,25,inf,41,0,264,0,264,inf,inf,inf,16,,16,,16,,0.0011084610596299171,False,no_finite_cover_or_timeout,,,,
